test_id,model,persona_level,persona_id,run_number,ab_order,Option_1_is,option_selected_by_llm,true_variant_chosen,chose_option_1
REC-04,deepseek-v4-flash,B4,B-20,2,swapped,Variant_B,Option_2,A,0
UI-10,deepseek-v4-flash,B5,I-07,1,original,Variant_A,Option_2,B,0
COPY-09,deepseek-v4-flash,B3,D-13,3,original,Variant_A,Option_2,B,0
REC-04,deepseek-v4-flash,B4,B-20,3,original,Variant_A,Option_1,A,1
UI-06,deepseek-v4-flash,B4,B-14,1,original,Variant_A,Option_2,B,0
UI-10,deepseek-v4-flash,B5,I-07,2,swapped,Variant_B,Option_1,B,1
COPY-09,deepseek-v4-flash,B3,D-14,1,original,Variant_A,Option_2,B,0
REC-04,deepseek-v4-flash,B5,I-01,1,original,Variant_A,Option_1,A,1
UI-06,deepseek-v4-flash,B4,B-14,2,swapped,Variant_B,Option_1,B,1
UI-10,deepseek-v4-flash,B5,I-07,3,original,Variant_A,Option_2,B,0
COPY-09,deepseek-v4-flash,B3,D-14,2,swapped,Variant_B,Option_1,B,1
REC-04,deepseek-v4-flash,B5,I-01,2,swapped,Variant_B,Option_2,A,0
UI-06,deepseek-v4-flash,B4,B-14,3,swapped,Variant_B,Option_1,B,1
UI-10,deepseek-v4-flash,B5,I-08,1,original,Variant_A,Option_1,A,1
COPY-09,deepseek-v4-flash,B3,D-14,3,original,Variant_A,Option_2,B,0
REC-04,deepseek-v4-flash,B5,I-01,3,swapped,Variant_B,Option_2,A,0
UI-06,deepseek-v4-flash,B4,B-15,1,original,Variant_A,Option_1,A,1
UI-10,deepseek-v4-flash,B5,I-08,2,swapped,Variant_B,Option_2,A,0
COPY-09,deepseek-v4-flash,B3,D-15,1,original,Variant_A,Option_2,B,0
REC-04,deepseek-v4-flash,B5,I-02,1,original,Variant_A,Option_1,A,1
UI-06,deepseek-v4-flash,B4,B-15,2,swapped,Variant_B,Option_2,A,0
UI-10,deepseek-v4-flash,B5,I-08,3,swapped,Variant_B,Option_2,A,0
COPY-09,deepseek-v4-flash,B3,D-15,2,swapped,Variant_B,Option_1,B,1
REC-04,deepseek-v4-flash,B5,I-02,2,swapped,Variant_B,Option_2,A,0
UI-06,deepseek-v4-flash,B4,B-15,3,original,Variant_A,Option_1,A,1
UI-10,deepseek-v4-flash,B5,I-09,1,original,Variant_A,Option_1,A,1
COPY-09,deepseek-v4-flash,B3,D-15,3,swapped,Variant_B,Option_1,B,1
REC-04,deepseek-v4-flash,B5,I-02,3,original,Variant_A,Option_1,A,1
UI-06,deepseek-v4-flash,B4,B-16,1,original,Variant_A,Option_1,A,1
UI-10,deepseek-v4-flash,B5,I-09,2,swapped,Variant_B,Option_2,A,0
COPY-09,deepseek-v4-flash,B3,D-16,1,original,Variant_A,Option_2,B,0
REC-04,deepseek-v4-flash,B5,I-03,1,original,Variant_A,Option_1,A,1
UI-10,deepseek-v4-flash,B5,I-09,3,swapped,Variant_B,Option_2,A,0
UI-06,deepseek-v4-flash,B4,B-16,2,swapped,Variant_B,Option_2,A,0
COPY-09,deepseek-v4-flash,B3,D-16,2,swapped,Variant_B,Option_1,B,1
REC-04,deepseek-v4-flash,B5,I-03,2,swapped,Variant_B,Option_2,A,0
UI-06,deepseek-v4-flash,B4,B-16,3,swapped,Variant_B,Option_2,A,0
UI-10,deepseek-v4-flash,B5,I-10,1,original,Variant_A,Option_1,A,1
COPY-09,deepseek-v4-flash,B3,D-16,3,swapped,Variant_B,Option_1,B,1
REC-04,deepseek-v4-flash,B5,I-03,3,original,Variant_A,Option_1,A,1
UI-10,deepseek-v4-flash,B5,I-10,2,swapped,Variant_B,Option_2,A,0
UI-06,deepseek-v4-flash,B4,B-17,1,original,Variant_A,Option_1,A,1
COPY-09,deepseek-v4-flash,B3,D-17,1,original,Variant_A,Option_2,B,0
REC-04,deepseek-v4-flash,B5,I-04,1,original,Variant_A,Option_1,A,1
UI-10,deepseek-v4-flash,B5,I-10,3,original,Variant_A,Option_1,A,1
UI-06,deepseek-v4-flash,B4,B-17,2,swapped,Variant_B,Option_2,A,0
REC-04,deepseek-v4-flash,B5,I-04,2,swapped,Variant_B,Option_2,A,0
COPY-09,deepseek-v4-flash,B3,D-17,2,swapped,Variant_B,Option_1,B,1
UI-06,deepseek-v4-flash,B4,B-17,3,original,Variant_A,Option_2,B,0
UI-10,deepseek-v4-flash,B5,I-11,1,original,Variant_A,Option_1,A,1
COPY-09,deepseek-v4-flash,B3,D-17,3,original,Variant_A,Option_2,B,0
REC-04,deepseek-v4-flash,B5,I-04,3,swapped,Variant_B,Option_2,A,0
UI-10,deepseek-v4-flash,B5,I-11,2,swapped,Variant_B,Option_2,A,0
COPY-09,deepseek-v4-flash,B3,D-18,1,original,Variant_A,Option_2,B,0
REC-04,deepseek-v4-flash,B5,I-05,1,original,Variant_A,Option_2,B,0
UI-06,deepseek-v4-flash,B4,B-18,2,swapped,Variant_B,Option_1,B,1
UI-10,deepseek-v4-flash,B5,I-11,3,swapped,Variant_B,Option_2,A,0
COPY-09,deepseek-v4-flash,B3,D-18,2,swapped,Variant_B,Option_1,B,1
REC-04,deepseek-v4-flash,B5,I-05,2,swapped,Variant_B,Option_1,B,1
UI-06,deepseek-v4-flash,B4,B-18,3,original,Variant_A,Option_1,A,1
UI-10,deepseek-v4-flash,B5,I-12,1,original,Variant_A,Option_2,B,0
COPY-09,deepseek-v4-flash,B3,D-18,3,swapped,Variant_B,Option_1,B,1
REC-04,deepseek-v4-flash,B5,I-05,3,original,Variant_A,Option_2,B,0
UI-06,deepseek-v4-flash,B4,B-19,1,original,Variant_A,Option_1,A,1
UI-10,deepseek-v4-flash,B5,I-12,2,swapped,Variant_B,Option_1,B,1
COPY-09,deepseek-v4-flash,B3,D-19,1,original,Variant_A,Option_1,A,1
REC-04,deepseek-v4-flash,B5,I-06,1,original,Variant_A,Option_1,A,1
UI-06,deepseek-v4-flash,B4,B-19,2,swapped,Variant_B,Option_1,B,1
UI-10,deepseek-v4-flash,B5,I-12,3,original,Variant_A,Option_2,B,0
COPY-09,deepseek-v4-flash,B3,D-19,2,swapped,Variant_B,Option_1,B,1
REC-04,deepseek-v4-flash,B5,I-06,2,swapped,Variant_B,Option_1,B,1
UI-06,deepseek-v4-flash,B4,B-19,3,swapped,Variant_B,Option_2,A,0
UI-10,deepseek-v4-flash,B5,I-13,1,original,Variant_A,Option_2,B,0
COPY-09,deepseek-v4-flash,B3,D-19,3,swapped,Variant_B,Option_1,B,1
REC-04,deepseek-v4-flash,B5,I-06,3,original,Variant_A,Option_2,B,0
UI-06,deepseek-v4-flash,B4,B-20,1,original,Variant_A,Option_1,A,1
UI-10,deepseek-v4-flash,B5,I-13,2,swapped,Variant_B,Option_1,B,1
COPY-09,deepseek-v4-flash,B3,D-20,1,original,Variant_A,Option_2,B,0
REC-04,deepseek-v4-flash,B5,I-07,1,original,Variant_A,Option_1,A,1
UI-06,deepseek-v4-flash,B4,B-20,2,swapped,Variant_B,Option_2,A,0
UI-10,deepseek-v4-flash,B5,I-13,3,swapped,Variant_B,Option_2,A,0
COPY-09,deepseek-v4-flash,B3,D-20,2,swapped,Variant_B,Option_1,B,1
REC-04,deepseek-v4-flash,B5,I-07,2,swapped,Variant_B,Option_2,A,0
UI-06,deepseek-v4-flash,B4,B-20,3,swapped,Variant_B,Option_2,A,0
UI-10,deepseek-v4-flash,B5,I-14,1,original,Variant_A,Option_1,A,1
COPY-09,deepseek-v4-flash,B3,D-20,3,swapped,Variant_B,Option_1,B,1
REC-04,deepseek-v4-flash,B5,I-07,3,original,Variant_A,Option_1,A,1
UI-06,deepseek-v4-flash,B5,I-01,1,original,Variant_A,Option_1,A,1
UI-10,deepseek-v4-flash,B5,I-14,2,swapped,Variant_B,Option_2,A,0
COPY-09,deepseek-v4-flash,B4,B-01,1,original,Variant_A,Option_2,B,0
REC-04,deepseek-v4-flash,B5,I-08,1,original,Variant_A,Option_1,A,1
UI-06,deepseek-v4-flash,B5,I-01,2,swapped,Variant_B,Option_2,A,0
UI-10,deepseek-v4-flash,B5,I-14,3,original,Variant_A,Option_1,A,1
COPY-09,deepseek-v4-flash,B4,B-01,2,swapped,Variant_B,Option_1,B,1
REC-04,deepseek-v4-flash,B5,I-08,2,swapped,Variant_B,Option_2,A,0
UI-06,deepseek-v4-flash,B5,I-01,3,original,Variant_A,Option_1,A,1
UI-10,deepseek-v4-flash,B5,I-15,1,original,Variant_A,Option_1,A,1
COPY-09,deepseek-v4-flash,B4,B-01,3,original,Variant_A,Option_2,B,0
REC-04,deepseek-v4-flash,B5,I-08,3,swapped,Variant_B,Option_2,A,0
UI-06,deepseek-v4-flash,B5,I-02,1,original,Variant_A,Option_2,B,0
UI-10,deepseek-v4-flash,B5,I-15,2,swapped,Variant_B,Option_2,A,0
COPY-09,deepseek-v4-flash,B4,B-02,1,original,Variant_A,Option_2,B,0
REC-04,deepseek-v4-flash,B5,I-09,1,original,Variant_A,Option_1,A,1
UI-06,deepseek-v4-flash,B5,I-02,2,swapped,Variant_B,Option_2,A,0
UI-10,deepseek-v4-flash,B5,I-15,3,swapped,Variant_B,Option_2,A,0
COPY-09,deepseek-v4-flash,B4,B-02,2,swapped,Variant_B,Option_1,B,1
REC-04,deepseek-v4-flash,B5,I-09,2,swapped,Variant_B,Option_1,B,1
UI-06,deepseek-v4-flash,B5,I-02,3,original,Variant_A,Option_1,A,1
UI-10,deepseek-v4-flash,B5,I-16,1,original,Variant_A,Option_1,A,1
REC-04,deepseek-v4-flash,B5,I-09,3,swapped,Variant_B,Option_2,A,0
COPY-09,deepseek-v4-flash,B4,B-02,3,swapped,Variant_B,Option_1,B,1
UI-06,deepseek-v4-flash,B5,I-03,1,original,Variant_A,Option_1,A,1
UI-10,deepseek-v4-flash,B5,I-16,2,swapped,Variant_B,Option_2,A,0
COPY-09,deepseek-v4-flash,B4,B-03,1,original,Variant_A,Option_2,B,0
REC-04,deepseek-v4-flash,B5,I-10,1,original,Variant_A,Option_1,A,1
UI-10,deepseek-v4-flash,B5,I-16,3,original,Variant_A,Option_1,A,1
UI-06,deepseek-v4-flash,B5,I-03,2,swapped,Variant_B,Option_2,A,0
COPY-09,deepseek-v4-flash,B4,B-03,2,swapped,Variant_B,Option_1,B,1
REC-04,deepseek-v4-flash,B5,I-10,2,swapped,Variant_B,Option_2,A,0
UI-06,deepseek-v4-flash,B5,I-03,3,swapped,Variant_B,Option_2,A,0
UI-10,deepseek-v4-flash,B5,I-17,1,original,Variant_A,Option_1,A,1
COPY-09,deepseek-v4-flash,B4,B-03,3,swapped,Variant_B,Option_1,B,1
REC-04,deepseek-v4-flash,B5,I-10,3,swapped,Variant_B,Option_2,A,0
UI-06,deepseek-v4-flash,B5,I-04,1,original,Variant_A,Option_1,A,1
UI-10,deepseek-v4-flash,B5,I-17,2,swapped,Variant_B,Option_2,A,0
REC-04,deepseek-v4-flash,B5,I-11,1,original,Variant_A,Option_1,A,1
COPY-09,deepseek-v4-flash,B4,B-04,1,original,Variant_A,Option_2,B,0
UI-06,deepseek-v4-flash,B5,I-04,2,swapped,Variant_B,Option_2,A,0
UI-10,deepseek-v4-flash,B5,I-17,3,swapped,Variant_B,Option_2,A,0
REC-04,deepseek-v4-flash,B5,I-11,2,swapped,Variant_B,Option_2,A,0
COPY-09,deepseek-v4-flash,B4,B-04,2,swapped,Variant_B,Option_1,B,1
UI-06,deepseek-v4-flash,B5,I-04,3,original,Variant_A,Option_1,A,1
UI-10,deepseek-v4-flash,B5,I-18,1,original,Variant_A,Option_1,A,1
COPY-09,deepseek-v4-flash,B4,B-04,3,swapped,Variant_B,Option_1,B,1
REC-04,deepseek-v4-flash,B5,I-11,3,swapped,Variant_B,Option_2,A,0
UI-06,deepseek-v4-flash,B5,I-05,1,original,Variant_A,Option_2,B,0
UI-10,deepseek-v4-flash,B5,I-18,2,swapped,Variant_B,Option_2,A,0
COPY-09,deepseek-v4-flash,B4,B-05,1,original,Variant_A,Option_1,A,1
REC-04,deepseek-v4-flash,B5,I-12,1,original,Variant_A,Option_1,A,1
UI-06,deepseek-v4-flash,B5,I-05,2,swapped,Variant_B,Option_1,B,1
UI-10,deepseek-v4-flash,B5,I-18,3,swapped,Variant_B,Option_2,A,0
COPY-09,deepseek-v4-flash,B4,B-05,2,swapped,Variant_B,Option_1,B,1
REC-04,deepseek-v4-flash,B5,I-12,2,swapped,Variant_B,Option_2,A,0
UI-10,deepseek-v4-flash,B5,I-19,1,original,Variant_A,Option_2,B,0
UI-06,deepseek-v4-flash,B5,I-05,3,original,Variant_A,Option_2,B,0
COPY-09,deepseek-v4-flash,B4,B-05,3,swapped,Variant_B,Option_1,B,1
REC-04,deepseek-v4-flash,B5,I-12,3,original,Variant_A,Option_1,A,1
UI-10,deepseek-v4-flash,B5,I-19,2,swapped,Variant_B,Option_2,A,0
UI-06,deepseek-v4-flash,B5,I-06,1,original,Variant_A,Option_1,A,1
COPY-09,deepseek-v4-flash,B4,B-06,1,original,Variant_A,Option_2,B,0
REC-04,deepseek-v4-flash,B5,I-13,1,original,Variant_A,Option_1,A,1
UI-10,deepseek-v4-flash,B5,I-19,3,original,Variant_A,Option_2,B,0
UI-06,deepseek-v4-flash,B5,I-06,2,swapped,Variant_B,Option_1,B,1
REC-04,deepseek-v4-flash,B5,I-13,2,swapped,Variant_B,Option_2,A,0
COPY-09,deepseek-v4-flash,B4,B-06,2,swapped,Variant_B,Option_1,B,1
UI-06,deepseek-v4-flash,B5,I-06,3,original,Variant_A,Option_1,A,1
UI-10,deepseek-v4-flash,B5,I-20,1,original,Variant_A,Option_2,B,0
COPY-09,deepseek-v4-flash,B4,B-06,3,original,Variant_A,Option_2,B,0
REC-04,deepseek-v4-flash,B5,I-13,3,original,Variant_A,Option_1,A,1
UI-06,deepseek-v4-flash,B5,I-07,1,original,Variant_A,Option_1,A,1
UI-10,deepseek-v4-flash,B5,I-20,2,swapped,Variant_B,Option_1,B,1
COPY-09,deepseek-v4-flash,B4,B-07,1,original,Variant_A,Option_2,B,0
REC-04,deepseek-v4-flash,B5,I-14,1,original,Variant_A,Option_2,B,0
UI-06,deepseek-v4-flash,B5,I-07,2,swapped,Variant_B,Option_2,A,0
UI-10,deepseek-v4-flash,B5,I-20,3,original,Variant_A,Option_2,B,0
COPY-09,deepseek-v4-flash,B4,B-07,2,swapped,Variant_B,Option_1,B,1
REC-04,deepseek-v4-flash,B5,I-14,2,swapped,Variant_B,Option_1,B,1
UI-06,deepseek-v4-flash,B5,I-07,3,original,Variant_A,Option_1,A,1
UI-11,deepseek-v4-flash,B3,D-01,1,original,Variant_A,Option_2,B,0
COPY-09,deepseek-v4-flash,B4,B-07,3,swapped,Variant_B,Option_1,B,1
REC-04,deepseek-v4-flash,B5,I-14,3,swapped,Variant_B,Option_1,B,1
UI-06,deepseek-v4-flash,B5,I-08,1,original,Variant_A,Option_2,B,0
UI-11,deepseek-v4-flash,B3,D-01,2,swapped,Variant_B,Option_1,B,1
COPY-09,deepseek-v4-flash,B4,B-08,1,original,Variant_A,Option_2,B,0
REC-04,deepseek-v4-flash,B5,I-15,1,original,Variant_A,Option_1,A,1
UI-06,deepseek-v4-flash,B5,I-08,2,swapped,Variant_B,Option_2,A,0
UI-11,deepseek-v4-flash,B3,D-01,3,original,Variant_A,Option_1,A,1
COPY-09,deepseek-v4-flash,B4,B-08,2,swapped,Variant_B,Option_1,B,1
REC-04,deepseek-v4-flash,B5,I-15,2,swapped,Variant_B,Option_2,A,0
UI-06,deepseek-v4-flash,B5,I-08,3,original,Variant_A,Option_2,B,0
UI-11,deepseek-v4-flash,B3,D-02,1,original,Variant_A,Option_2,B,0
COPY-09,deepseek-v4-flash,B4,B-08,3,swapped,Variant_B,Option_1,B,1
REC-04,deepseek-v4-flash,B5,I-15,3,swapped,Variant_B,Option_2,A,0
UI-06,deepseek-v4-flash,B5,I-09,1,original,Variant_A,Option_1,A,1
UI-11,deepseek-v4-flash,B3,D-02,2,swapped,Variant_B,Option_1,B,1
COPY-09,deepseek-v4-flash,B4,B-09,1,original,Variant_A,Option_2,B,0
REC-04,deepseek-v4-flash,B5,I-16,1,original,Variant_A,Option_1,A,1
UI-06,deepseek-v4-flash,B5,I-09,2,swapped,Variant_B,Option_2,A,0
UI-11,deepseek-v4-flash,B3,D-02,3,swapped,Variant_B,Option_1,B,1
COPY-09,deepseek-v4-flash,B4,B-09,2,swapped,Variant_B,Option_1,B,1
REC-04,deepseek-v4-flash,B5,I-16,2,swapped,Variant_B,Option_2,A,0
UI-06,deepseek-v4-flash,B5,I-09,3,swapped,Variant_B,Option_2,A,0
UI-11,deepseek-v4-flash,B3,D-03,1,original,Variant_A,Option_1,A,1
COPY-09,deepseek-v4-flash,B4,B-09,3,original,Variant_A,Option_2,B,0
REC-04,deepseek-v4-flash,B5,I-16,3,original,Variant_A,Option_1,A,1
UI-06,deepseek-v4-flash,B5,I-10,1,original,Variant_A,Option_1,A,1
COPY-09,deepseek-v4-flash,B4,B-10,1,original,Variant_A,Option_2,B,0
UI-11,deepseek-v4-flash,B3,D-03,2,swapped,Variant_B,Option_1,B,1
REC-04,deepseek-v4-flash,B5,I-17,1,original,Variant_A,Option_2,B,0
UI-06,deepseek-v4-flash,B5,I-10,2,swapped,Variant_B,Option_2,A,0
UI-11,deepseek-v4-flash,B3,D-03,3,original,Variant_A,Option_1,A,1
COPY-09,deepseek-v4-flash,B4,B-10,2,swapped,Variant_B,Option_1,B,1
REC-04,deepseek-v4-flash,B5,I-17,2,swapped,Variant_B,Option_1,B,1
UI-06,deepseek-v4-flash,B5,I-10,3,original,Variant_A,Option_1,A,1
UI-11,deepseek-v4-flash,B3,D-04,1,original,Variant_A,Option_2,B,0
COPY-09,deepseek-v4-flash,B4,B-10,3,swapped,Variant_B,Option_1,B,1
REC-04,deepseek-v4-flash,B5,I-17,3,swapped,Variant_B,Option_1,B,1
UI-06,deepseek-v4-flash,B5,I-11,1,original,Variant_A,Option_1,A,1
UI-11,deepseek-v4-flash,B3,D-04,2,swapped,Variant_B,Option_1,B,1
COPY-09,deepseek-v4-flash,B4,B-11,1,original,Variant_A,Option_2,B,0
UI-06,deepseek-v4-flash,B5,I-11,2,swapped,Variant_B,Option_2,A,0
REC-04,deepseek-v4-flash,B5,I-18,1,original,Variant_A,Option_1,A,1
UI-11,deepseek-v4-flash,B3,D-04,3,swapped,Variant_B,Option_1,B,1
COPY-09,deepseek-v4-flash,B4,B-11,2,swapped,Variant_B,Option_1,B,1
REC-04,deepseek-v4-flash,B5,I-18,2,swapped,Variant_B,Option_2,A,0
UI-06,deepseek-v4-flash,B5,I-11,3,swapped,Variant_B,Option_1,B,1
UI-11,deepseek-v4-flash,B3,D-05,1,original,Variant_A,Option_2,B,0
COPY-09,deepseek-v4-flash,B4,B-11,3,swapped,Variant_B,Option_1,B,1
REC-04,deepseek-v4-flash,B5,I-18,3,swapped,Variant_B,Option_2,A,0
UI-06,deepseek-v4-flash,B5,I-12,1,original,Variant_A,Option_1,A,1
UI-11,deepseek-v4-flash,B3,D-05,2,swapped,Variant_B,Option_1,B,1
COPY-09,deepseek-v4-flash,B4,B-12,1,original,Variant_A,Option_2,B,0
REC-04,deepseek-v4-flash,B5,I-19,1,original,Variant_A,Option_2,B,0
UI-06,deepseek-v4-flash,B5,I-12,2,swapped,Variant_B,Option_2,A,0
UI-11,deepseek-v4-flash,B3,D-05,3,swapped,Variant_B,Option_1,B,1
COPY-09,deepseek-v4-flash,B4,B-12,2,swapped,Variant_B,Option_1,B,1
REC-04,deepseek-v4-flash,B5,I-19,2,swapped,Variant_B,Option_2,A,0
UI-06,deepseek-v4-flash,B5,I-12,3,swapped,Variant_B,Option_1,B,1
UI-11,deepseek-v4-flash,B3,D-06,1,original,Variant_A,Option_2,B,0
REC-04,deepseek-v4-flash,B5,I-19,3,swapped,Variant_B,Option_2,A,0
COPY-09,deepseek-v4-flash,B4,B-12,3,original,Variant_A,Option_2,B,0
UI-06,deepseek-v4-flash,B5,I-13,1,original,Variant_A,Option_1,A,1
UI-11,deepseek-v4-flash,B3,D-06,2,swapped,Variant_B,Option_1,B,1
REC-04,deepseek-v4-flash,B5,I-20,1,original,Variant_A,Option_1,A,1
COPY-09,deepseek-v4-flash,B4,B-13,1,original,Variant_A,Option_2,B,0
UI-11,deepseek-v4-flash,B3,D-06,3,original,Variant_A,Option_2,B,0
UI-06,deepseek-v4-flash,B5,I-13,2,swapped,Variant_B,Option_2,A,0
REC-04,deepseek-v4-flash,B5,I-20,2,swapped,Variant_B,Option_2,A,0
COPY-09,deepseek-v4-flash,B4,B-13,2,swapped,Variant_B,Option_1,B,1
UI-06,deepseek-v4-flash,B5,I-13,3,swapped,Variant_B,Option_2,A,0
UI-11,deepseek-v4-flash,B3,D-07,1,original,Variant_A,Option_2,B,0
COPY-09,deepseek-v4-flash,B4,B-13,3,swapped,Variant_B,Option_1,B,1
REC-04,deepseek-v4-flash,B5,I-20,3,original,Variant_A,Option_1,A,1
UI-06,deepseek-v4-flash,B5,I-14,1,original,Variant_A,Option_1,A,1
UI-11,deepseek-v4-flash,B3,D-07,2,swapped,Variant_B,Option_1,B,1
COPY-09,deepseek-v4-flash,B4,B-14,1,original,Variant_A,Option_2,B,0
REC-06,deepseek-v4-flash,B3,D-01,1,original,Variant_A,Option_2,B,0
UI-06,deepseek-v4-flash,B5,I-14,2,swapped,Variant_B,Option_1,B,1
UI-11,deepseek-v4-flash,B3,D-07,3,swapped,Variant_B,Option_1,B,1
COPY-09,deepseek-v4-flash,B4,B-14,2,swapped,Variant_B,Option_1,B,1
REC-06,deepseek-v4-flash,B3,D-01,2,swapped,Variant_B,Option_2,A,0
UI-06,deepseek-v4-flash,B5,I-14,3,swapped,Variant_B,Option_2,A,0
UI-11,deepseek-v4-flash,B3,D-08,1,original,Variant_A,Option_2,B,0
COPY-09,deepseek-v4-flash,B4,B-14,3,swapped,Variant_B,Option_1,B,1
REC-06,deepseek-v4-flash,B3,D-01,3,original,Variant_A,Option_2,B,0
UI-06,deepseek-v4-flash,B5,I-15,1,original,Variant_A,Option_1,A,1
UI-11,deepseek-v4-flash,B3,D-08,2,swapped,Variant_B,Option_2,A,0
COPY-09,deepseek-v4-flash,B4,B-15,1,original,Variant_A,Option_2,B,0
REC-06,deepseek-v4-flash,B3,D-02,1,original,Variant_A,Option_2,B,0
UI-06,deepseek-v4-flash,B5,I-15,2,swapped,Variant_B,Option_2,A,0
UI-11,deepseek-v4-flash,B3,D-08,3,original,Variant_A,Option_2,B,0
COPY-09,deepseek-v4-flash,B4,B-15,2,swapped,Variant_B,Option_1,B,1
REC-06,deepseek-v4-flash,B3,D-02,2,swapped,Variant_B,Option_1,B,1
UI-06,deepseek-v4-flash,B5,I-15,3,swapped,Variant_B,Option_2,A,0
UI-11,deepseek-v4-flash,B3,D-09,1,original,Variant_A,Option_2,B,0
COPY-09,deepseek-v4-flash,B4,B-15,3,original,Variant_A,Option_2,B,0
REC-06,deepseek-v4-flash,B3,D-02,3,swapped,Variant_B,Option_1,B,1
UI-11,deepseek-v4-flash,B3,D-09,2,swapped,Variant_B,Option_1,B,1
UI-06,deepseek-v4-flash,B5,I-16,1,original,Variant_A,Option_1,A,1
REC-06,deepseek-v4-flash,B3,D-03,1,original,Variant_A,Option_1,A,1
COPY-09,deepseek-v4-flash,B4,B-16,1,original,Variant_A,Option_2,B,0
UI-11,deepseek-v4-flash,B3,D-09,3,original,Variant_A,Option_2,B,0
UI-06,deepseek-v4-flash,B5,I-16,2,swapped,Variant_B,Option_2,A,0
COPY-09,deepseek-v4-flash,B4,B-16,2,swapped,Variant_B,Option_1,B,1
REC-06,deepseek-v4-flash,B3,D-03,2,swapped,Variant_B,Option_2,A,0
UI-06,deepseek-v4-flash,B5,I-16,3,original,Variant_A,Option_1,A,1
UI-11,deepseek-v4-flash,B3,D-10,1,original,Variant_A,Option_2,B,0
COPY-09,deepseek-v4-flash,B4,B-16,3,original,Variant_A,Option_2,B,0
REC-06,deepseek-v4-flash,B3,D-03,3,original,Variant_A,Option_1,A,1
UI-06,deepseek-v4-flash,B5,I-17,1,original,Variant_A,Option_2,B,0
UI-11,deepseek-v4-flash,B3,D-10,2,swapped,Variant_B,Option_1,B,1
COPY-09,deepseek-v4-flash,B4,B-17,1,original,Variant_A,Option_2,B,0
REC-06,deepseek-v4-flash,B3,D-04,1,original,Variant_A,Option_2,B,0
UI-06,deepseek-v4-flash,B5,I-17,2,swapped,Variant_B,Option_1,B,1
UI-11,deepseek-v4-flash,B3,D-10,3,original,Variant_A,Option_2,B,0
COPY-09,deepseek-v4-flash,B4,B-17,2,swapped,Variant_B,Option_1,B,1
REC-06,deepseek-v4-flash,B3,D-04,2,swapped,Variant_B,Option_1,B,1
UI-06,deepseek-v4-flash,B5,I-17,3,original,Variant_A,Option_1,A,1
UI-11,deepseek-v4-flash,B3,D-11,1,original,Variant_A,Option_1,A,1
COPY-09,deepseek-v4-flash,B4,B-17,3,original,Variant_A,Option_2,B,0
REC-06,deepseek-v4-flash,B3,D-04,3,swapped,Variant_B,Option_1,B,1
UI-06,deepseek-v4-flash,B5,I-18,1,original,Variant_A,Option_1,A,1
UI-11,deepseek-v4-flash,B3,D-11,2,swapped,Variant_B,Option_1,B,1
COPY-09,deepseek-v4-flash,B4,B-18,1,original,Variant_A,Option_2,B,0
REC-06,deepseek-v4-flash,B3,D-05,1,original,Variant_A,Option_2,B,0
UI-06,deepseek-v4-flash,B5,I-18,2,swapped,Variant_B,Option_1,B,1
UI-11,deepseek-v4-flash,B3,D-11,3,swapped,Variant_B,Option_1,B,1
COPY-09,deepseek-v4-flash,B4,B-18,2,swapped,Variant_B,Option_1,B,1
REC-06,deepseek-v4-flash,B3,D-05,2,swapped,Variant_B,Option_1,B,1
UI-06,deepseek-v4-flash,B5,I-18,3,original,Variant_A,Option_1,A,1
UI-11,deepseek-v4-flash,B3,D-12,1,original,Variant_A,Option_2,B,0
COPY-09,deepseek-v4-flash,B4,B-18,3,swapped,Variant_B,Option_1,B,1
REC-06,deepseek-v4-flash,B3,D-05,3,swapped,Variant_B,Option_1,B,1
UI-06,deepseek-v4-flash,B5,I-19,1,original,Variant_A,Option_1,A,1
UI-11,deepseek-v4-flash,B3,D-12,2,swapped,Variant_B,Option_1,B,1
COPY-09,deepseek-v4-flash,B4,B-19,1,original,Variant_A,Option_1,A,1
REC-06,deepseek-v4-flash,B3,D-06,1,original,Variant_A,Option_2,B,0
UI-06,deepseek-v4-flash,B5,I-19,2,swapped,Variant_B,Option_2,A,0
UI-11,deepseek-v4-flash,B3,D-12,3,swapped,Variant_B,Option_1,B,1
COPY-09,deepseek-v4-flash,B4,B-19,2,swapped,Variant_B,Option_2,A,0
REC-06,deepseek-v4-flash,B3,D-06,2,swapped,Variant_B,Option_1,B,1
UI-06,deepseek-v4-flash,B5,I-19,3,swapped,Variant_B,Option_1,B,1
UI-11,deepseek-v4-flash,B3,D-13,1,original,Variant_A,Option_2,B,0
COPY-09,deepseek-v4-flash,B4,B-19,3,swapped,Variant_B,Option_1,B,1
REC-06,deepseek-v4-flash,B3,D-06,3,swapped,Variant_B,Option_1,B,1
UI-06,deepseek-v4-flash,B5,I-20,1,original,Variant_A,Option_1,A,1
UI-11,deepseek-v4-flash,B3,D-13,2,swapped,Variant_B,Option_1,B,1
COPY-09,deepseek-v4-flash,B4,B-20,1,original,Variant_A,Option_2,B,0
REC-06,deepseek-v4-flash,B3,D-07,1,original,Variant_A,Option_2,B,0
UI-06,deepseek-v4-flash,B5,I-20,2,swapped,Variant_B,Option_2,A,0
UI-11,deepseek-v4-flash,B3,D-13,3,original,Variant_A,Option_1,A,1
COPY-09,deepseek-v4-flash,B4,B-20,2,swapped,Variant_B,Option_1,B,1
